id_pedido,data_venda,id_cliente,cliente,segmento,regiao,uf,id_produto,produto,categoria,canal_venda,vendedor,forma_pagamento,quantidade,preco_unitario,desconto_pct,receita_bruta,valor_desconto,receita_liquida,custo_total,lucro,status_pedido,prazo_entrega_dias,avaliacao_cliente
V00342,2026-02-11,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Marketplace,Bruno Lima,Boleto,3,4431.96,0.05,13295.88,664.79,12631.09,9034.89,3596.2,Concluída,4,3.0
V00343,2025-11-02,C001,Alfa Distribuidora,B2B,Sudeste,SP,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Boleto,6,4099.59,0.0,24597.54,0.0,24597.54,16919.82,7677.72,Concluída,5,4.0
V00344,2026-06-21,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Marketplace,Bruno Lima,Transferência,1,2772.33,0.0,2772.33,0.0,2772.33,2062.93,709.4,Concluída,4,3.0
V00345,2025-04-26,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Representante,Bruno Lima,Transferência,10,889.89,0.05,8898.9,444.94,8453.96,5766.3,2687.66,Concluída,2,4.0
V00346,2025-01-15,C005,E-commerce Livre,B2C,Sudeste,RJ,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,,10,315.05,0.0,3150.5,0.0,3150.5,1342.1,1808.4,Concluída,3,1.0
V00347,2026-02-20,C003,Casa Norte,B2C,Norte,AM,P010,Carregador USB-C,Telefonia,Marketplace,Fernanda Rocha,Boleto,4,110.1,0.0,440.4,0.0,440.4,181.76,258.64,Concluída,10,4.0
V00348,2025-04-08,C002,Beta Varejo,B2B,Sudeste,MG,P007,Mesa Office,Móveis,E-commerce,Bruno Lima,Transferência,6,805.46,0.08,4832.76,386.62,4446.14,2830.56,1615.58,Concluída,15,4.0
V00349,2025-01-07,C006,Mercado Central,B2B,Nordeste,BA,P004,Monitor 24,Informática,Representante,Diego Alves,Pix,2,867.65,0.03,1735.3,52.06,1683.24,1156.26,526.98,Concluída,5,5.0
V00350,2025-12-04,C008,Prime Atacado,B2B,Sul,RS,P005,Headset Gamer,Acessórios,Representante,Fernanda Rocha,Cartão Crédito,5,239.26,0.0,1196.3,0.0,1196.3,507.5,688.8,Concluída,2,4.0
V00351,2025-08-30,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Loja Física,Ana Souza,,2,1502.03,0.03,3004.06,90.12,2913.94,1709.56,1204.38,Concluída,3,4.0
V00352,2026-02-20,C005,E-commerce Livre,B2C,Sudeste,RJ,P003,Teclado Mecânico,Acessórios,Representante,Ana Souza,Boleto,3,322.42,0.0,967.26,0.0,967.26,478.02,489.24,Devolvida,5,5.0
V00353,2025-08-15,C006,Mercado Central,B2B,Nordeste,BA,P010,Carregador USB-C,Telefonia,E-commerce,Bruno Lima,Transferência,3,103.87,0.0,311.61,0.0,311.61,116.82,194.79,Concluída,5,3.0
V00354,2026-01-18,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Marketplace,,Transferência,10,231.02,0.05,2310.2,115.51,2194.69,914.4,1280.29,Devolvida,3,5.0
V00355,2025-09-11,C009,Shopping Mix,B2C,Nordeste,PE,P004,Monitor 24,Informática,Loja Física,Fernanda Rocha,Transferência,1,956.51,0.0,956.51,0.0,956.51,657.5,299.01,Pendente,3,4.0
V00356,2025-03-21,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Loja Física,Ana Souza,Pix,10,1358.57,0.08,13585.7,1086.86,12498.84,8926.0,3572.84,Concluída,3,3.0
V00357,2025-06-03,C010,Tech Mais,B2C,Sudeste,SP,P009,Smartphone X,Telefonia,E-commerce,Carla Mendes,Transferência,5,2758.11,0.03,13790.55,413.72,13376.83,9985.3,3391.53,Concluída,7,
V00358,2026-05-16,C002,Beta Varejo,B2B,Sudeste,MG,P004,Monitor 24,Informática,Loja Física,Fernanda Rocha,Transferência,2,963.03,0.08,1926.06,154.08,1771.98,1248.34,523.64,Pendente,3,3.0
V00359,2025-05-16,C001,Alfa Distribuidora,B2B,Sudeste,SP,P008,Webcam Full HD,Acessórios,Marketplace,Diego Alves,Cartão Crédito,6,209.29,0.08,1255.74,100.46,1155.28,583.62,571.66,Concluída,10,4.0
V00360,2025-11-12,C009,Shopping Mix,B2C,Nordeste,PE,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Boleto,3,217.95,,653.85,65.39,588.46,249.33,339.13,Concluída,5,5.0
V00361,2025-03-16,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,Loja Física,Diego Alves,Boleto,4,827.32,0.0,3309.28,0.0,3309.28,2402.36,906.92,Cancelada,3,3.0
V00362,2025-03-03,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Loja Física,Diego Alves,Cartão Crédito,8,2525.46,0.15,20203.68,3030.55,17173.13,16502.56,670.57,Cancelada,3,1.0
V00363,2025-07-04,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,E-commerce,Diego Alves,Boleto,4,845.14,0.05,3380.56,169.03,3211.53,1626.64,1584.89,Concluida,7,5.0
V00364,2026-01-22,C007,Loja Avenida,B2C,Centro-Oeste,GO,P008,Webcam Full HD,Acessórios,Marketplace,Ana Souza,Pix,5,228.08,0.05,1140.4,57.02,1083.38,421.2,662.18,Concluída,2,4.0
V00365,2025-07-02,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Marketplace,Fernanda Rocha,Pix,2,86.88,0.0,173.76,0.0,173.76,71.44,102.32,Cancelada,10,2.0
V00366,2025-01-24,C004,Delta Store,B2B,Sul,PR,P001,Notebook Pro 14,Informática,Representante,Diego Alves,Transferência,8,4262.86,0.0,34102.88,0.0,34102.88,22785.6,11317.28,Concluída,7,5.0
V00367,2025-08-24,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,E-commerce,Diego Alves,Boleto,1,714.51,0.0,714.51,0.0,714.51,418.46,296.05,Concluída,3,5.0
V00368,2025-07-13,C003,Casa Norte,B2C,Norte,AM,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Transferência,8,237.39,0.1,1899.12,189.91,1709.21,821.44,887.77,Concluída,3,5.0
V00369,2025-09-04,C010,Tech Mais,B2C,Sudeste,SP,P001,Notebook Pro 14,Informática,E-commerce,Ana Souza,Cartão Crédito,10,4337.63,0.0,43376.3,0.0,43376.3,31616.5,11759.8,Concluída,10,4.0
V00370,2026-04-03,C010,Tech Mais,B2C,Sudeste,SP,P001,Notebook Pro 14,Informática,Loja Física,Bruno Lima,Cartão Crédito,2,4321.34,0.05,8642.68,432.13,8210.55,5690.8,2519.75,Concluída,3,5.0
V00371,2025-08-28,C007,Loja Avenida,B2C,Centro-Oeste,GO,P008,Webcam Full HD,Acessórios,E-commerce,Ana Souza,Pix,5,226.14,0.03,1130.7,33.92,1096.78,456.15,640.63,Concluída,7,4.0
V00372,2025-08-28,C009,Shopping Mix,B2C,Nordeste,PE,P005,Headset Gamer,Acessórios,Representante,Fernanda Rocha,Boleto,0,231.01,0.0,693.03,0.0,693.03,325.5,367.53,Concluída,7,4.0
V00373,2025-05-27,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,E-commerce,Diego Alves,Boleto,1,242.99,0.0,242.99,0.0,242.99,101.82,141.17,Concluída,2,5.0
V00374,2025-06-29,C005,E-commerce Livre,B2C,Sudeste,RJ,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,Transferência,1,4008.07,0.05,4008.07,200.4,3807.67,2979.63,828.04,Concluída,4,4.0
V00375,2026-01-26,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Representante,Diego Alves,Transferência,5,1308.06,0.08,6540.3,523.22,6017.08,4700.35,1316.73,Concluída,10,4.0
V00376,2026-01-21,C003,Casa Norte,B2C,Norte,AM,P005,Headset Gamer,Acessórios,E-commerce,Fernanda Rocha,Transferência,10,220.71,0.05,2207.1,110.36,2096.74,1059.3,1037.44,Concluída,5,5.0
V00377,2025-11-04,C004,Delta Store,B2B,Sul,PR,P004,Monitor 24,Informática,E-commerce,Diego Alves,Cartão Crédito,1,833.69,0.05,833.69,41.68,792.01,634.37,157.64,Pendente,7,
V00378,2026-03-03,C009,Shopping Mix,B2C,Nordeste,PE,P007,Mesa Office,Móveis,E-commerce,Diego Alves,Pix,4,753.15,0.0,3012.6,0.0,3012.6,1824.44,1188.16,Concluída,2,4.0
V00379,2025-12-05,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Loja Física,Diego Alves,Boleto,8,898.98,0.0,7191.84,0.0,7191.84,4891.68,2300.16,Concluída,4,4.0
V00380,2025-07-15,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,ecommerce,Carla Mendes,Transferência,1,2992.82,0.0,2992.82,0.0,2992.82,2114.62,878.2,Cancelada,3,5.0
V00381,2025-02-10,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Loja Física,Bruno Lima,Pix,3,120.3,0.0,360.9,0.0,360.9,131.28,229.62,Concluída,3,3.0
V00382,2025-12-07,C008,Prime Atacado,B2B,Sul,RS,P004,Monitor 24,Informática,Representante,Ana Souza,Pix,4,945.62,0.0,3782.48,0.0,3782.48,2528.0,1254.48,Concluída,5,3.0
V00383,2026-05-06,C004,Delta Store,B2B,Sul,PR,P002,Mouse Wireless,Acessórios,E-commerce,Fernanda Rocha,Pix,6,91.51,0.0,549.06,0.0,549.06,212.16,336.9,Concluída,4,4.0
V00384,2025-11-26,C007,Loja Avenida,B2C,Centro-Oeste,GO,P004,Monitor 24,Informática,Representante,,Transferência,5,803.88,0.0,4019.4,0.0,4019.4,2991.2,1028.2,Concluída,3,4.0
V00385,2025-11-12,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Representante,Carla Mendes,Transferência,3,1335.07,0.03,4005.21,120.16,3885.05,2680.8,1204.25,Concluída,4,
V00386,2026-04-26,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Boleto,3,99.66,0.0,298.98,0.0,298.98,120.75,178.23,Concluida,5,
V00387,2025-02-16,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,E-commerce,Bruno Lima,Cartão Crédito,1,704.91,0.08,704.91,56.39,648.52,458.07,190.45,Concluída,3,1.0
V00388,2026-03-04,C005,E-commerce Livre,B2C,Sudeste,RJ,P009,Smartphone X,Telefonia,Representante,Bruno Lima,Pix,2,2996.26,0.03,5992.52,179.78,5812.74,3891.32,1921.42,Concluída,2,4.0
V00389,2026-01-24,C006,Mercado Central,B2B,Nordeste,BA,P004,Monitor 24,Informática,E-commerce,Diego Alves,Boleto,4,991.75,0.08,3967.0,317.36,3649.64,2255.16,1394.48,Devolvida,7,5.0
V00390,2026-05-18,C005,E-commerce Livre,B2C,Sudeste,RJ,P008,Webcam Full HD,Acessórios,Marketplace,Bruno Lima,Boleto,2,207.39,0.0,414.78,0.0,414.78,167.72,247.06,Concluída,3,4.0
V00391,2026-05-16,C003,Casa Norte,B2C,Norte,AM,P003,Teclado Mecânico,Acessórios,E-commerce,Fernanda Rocha,Cartão Crédito,4,321.36,0.0,1285.44,0.0,1285.44,633.6,651.84,Pendente,7,
V00392,2025-03-18,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,Loja Física,Ana Souza,Transferência,3,4669.6,0.0,14008.8,0.0,14008.8,9020.28,4988.52,Concluída,3,3.0
V00393,2025-03-11,C003,Casa Norte,B2C,Norte,AM,P004,Monitor 24,Informática,E-commerce,,Pix,3,953.98,0.03,2861.94,85.86,2776.08,1732.02,1044.06,Cancelada,5,4.0
V00394,2026-01-18,C009,Shopping Mix,B2C,Nordeste,PE,P008,Webcam Full HD,Acessórios,Loja Física,Fernanda Rocha,Transferência,4,201.01,0.0,804.04,0.0,804.04,390.64,413.4,Concluída,4,5.0
V00395,2025-01-07,C008,Prime Atacado,B2B,Sul,RS,P001,Notebook Pro 14,Informática,Marketplace,Ana Souza,Cartão Crédito,4,3837.48,0.0,15349.92,0.0,15349.92,11241.24,4108.68,Concluída,4,3.0
V00396,2025-10-21,C009,Shopping Mix,B2C,Nordeste,PE,P005,Headset Gamer,Acessórios,Loja Física,Fernanda Rocha,Transferência,8,243.97,0.0,1951.76,0.0,1951.76,848.48,1103.28,Concluída,2,4.0
V00397,2025-04-09,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,E-commerce,Bruno Lima,Pix,5,95.11,0.03,475.55,14.27,461.28,189.6,271.68,Concluída,3,4.0
V00398,2025-09-16,C010,Tech Mais,B2C,Sudeste,SP,P009,Smartphone X,Telefonia,Representante,Carla Mendes,Transferência,1,2550.79,0.08,2550.79,204.06,2346.73,2171.3,175.43,Cancelada,7,4.0
V00399,2026-02-20,C002,Beta Varejo,B2B,Sudeste,MG,P006,Cadeira Ergonômica,Móveis,Marketplace,Fernanda Rocha,Pix,10,1273.49,0.1,12734.9,1273.49,11461.41,9561.9,1899.51,Concluída,15,5.0
V00400,2025-03-24,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Transferência,2,239.07,0.03,478.14,14.34,463.8,195.96,267.84,Concluída,15,3.0
V00401,2026-05-03,C007,Loja Avenida,B2C,Centro-Oeste,GO,P007,Mesa Office,Móveis,Loja Física,Ana Souza,Pix,5,857.8,0.1,4289.0,428.9,3860.1,2349.55,1510.55,Concluída,15,5.0
V00402,2026-03-21,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Representante,Fernanda Rocha,Cartão Crédito,1,211.03,0.05,211.03,10.55,200.48,86.81,113.67,Concluída,5,3.0
V00403,2025-08-24,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,E-commerce,Fernanda Rocha,Transferência,3,4492.98,0.03,13478.94,404.37,13074.57,8437.92,4636.65,Concluída,4,
V00404,2025-03-18,C005,E-commerce Livre,B2C,Sudeste,RJ,P001,Notebook Pro 14,Informática,Representante,Fernanda Rocha,Cartão Crédito,1,4366.15,0.0,4366.15,0.0,4366.15,2982.6,1383.55,Cancelada,7,3.0
V00405,2025-01-17,C003,Casa Norte,B2C,Norte,AM,P006,Cadeira Ergonômica,Móveis,E-commerce,Fernanda Rocha,Pix,2,1223.66,0.03,2447.32,73.42,2373.9,1808.28,565.62,Concluída,3,4.0
V00406,2025-11-03,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,E-commerce,Fernanda Rocha,Pix,8,106.26,0.0,850.08,0.0,850.08,321.36,528.72,Concluída,4,5.0
V00407,2025-12-06,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Marketplace,Bruno Lima,Cartão Crédito,8,865.18,0.03,6921.44,207.64,6713.8,3385.92,3327.88,Cancelada,3,5.0
V00408,2025-02-24,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Loja Física,Diego Alves,Pix,2,1410.02,0.0,2820.04,0.0,2820.04,1660.8,1159.24,Devolvida,2,4.0
V00409,2026-02-11,C002,Beta Varejo,B2B,Sudeste,MG,P006,Cadeira Ergonômica,Móveis,Representante,Ana Souza,Boleto,1,1226.56,0.0,1226.56,0.0,1226.56,827.84,398.72,Devolvida,3,
V00410,2025-08-22,C008,Prime Atacado,B2B,Sul,RS,P008,Webcam Full HD,Acessórios,Representante,Fernanda Rocha,Transferência,3,209.17,0.03,627.51,18.83,608.68,273.51,335.17,Concluida,3,4.0
V00411,2026-01-25,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Boleto,6,354.63,0.1,2127.78,212.78,1915.0,866.1,1048.9,Cancelada,4,4.0
V00412,2025-03-26,C004,Delta Store,B2B,Sul,PR,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Transferência,1,97.85,0.0,97.85,0.0,97.85,37.23,60.62,Cancelada,3,2.0
V00413,2025-11-21,C003,Casa Norte,B2C,Norte,AM,P007,Mesa Office,Móveis,Representante,Ana Souza,Cartão Crédito,1,863.44,0.03,863.44,25.9,837.54,427.29,410.25,Cancelada,7,4.0
V00414,2026-04-01,C001,Alfa Distribuidora,B2B,Sudeste,SP,P005,Headset Gamer,Acessórios,Representante,Carla Mendes,Cartão Crédito,4,256.72,0.05,1026.88,51.34,975.54,397.88,577.66,Devolvida,5,4.0
V00415,2025-07-11,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,Marketplace,Diego Alves,Transferência,2,86.29,0.0,172.58,0.0,172.58,80.4,92.18,Concluída,4,4.0
V00416,2025-04-02,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,Representante,Fernanda Rocha,Cartão Crédito,1,4679.12,0.0,4679.12,0.0,4679.12,2973.01,1706.11,Concluída,3,1.0
V00417,2025-11-29,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Marketplace,Ana Souza,Boleto,4,122.4,0.0,489.6,0.0,489.6,174.6,315.0,Concluida,7,4.0
V00418,2025-03-28,C007,Loja Avenida,B2C,Centro-Oeste,GO,P007,Mesa Office,Móveis,E-commerce,Fernanda Rocha,Pix,2,757.82,0.05,1515.64,75.78,1439.86,917.64,522.22,Concluída,4,
V00419,2025-05-23,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,Boleto,5,357.33,0.05,1786.65,89.33,1697.32,718.3,979.02,Concluída,5,2.0
V00420,2025-03-06,C008,Prime Atacado,B2B,Sul,RS,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Boleto,3,337.94,0.0,1013.82,0.0,1013.82,461.31,552.51,Concluída,10,2.0
V00421,2026-05-11,C007,Loja Avenida,B2C,Centro-Oeste,GO,P005,Headset Gamer,Acessórios,Loja Física,Carla Mendes,Boleto,2,247.76,0.0,495.52,0.0,495.52,220.2,275.32,Concluida,2,4.0
V00422,2025-07-20,C004,Delta Store,B2B,Sul,PR,P008,Webcam Full HD,Acessórios,Marketplace,Ana Souza,Pix,3,206.06,0.1,618.18,61.82,556.36,288.63,267.73,Concluída,5,4.0
V00423,2026-02-10,C005,E-commerce Livre,B2C,Sudeste,RJ,P001,Notebook Pro 14,Informática,Representante,Fernanda Rocha,Transferência,8,4421.81,0.05,35374.48,1768.72,33605.76,26232.56,7373.2,Concluída,7,3.0
V00424,2025-12-09,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,Marketplace,Fernanda Rocha,Pix,2,204.51,0.15,409.02,61.35,347.67,193.36,154.31,Concluída,7,5.0
V00425,2025-07-25,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Marketplace,Carla Mendes,Pix,8,1362.39,0.0,10899.12,0.0,10899.12,6607.44,4291.68,Cancelada,7,4.0
V00426,2025-10-26,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,Marketplace,Fernanda Rocha,Pix,1,1464.18,0.0,1464.18,0.0,1464.18,910.6,553.58,Pendente,4,4.0
V00427,2025-10-15,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,Marketplace,Carla Mendes,Cartão Crédito,4,842.22,0.03,3368.88,101.07,3267.81,1881.8,1386.01,Concluída,4,5.0
V00428,2025-07-04,C010,Tech Mais,B2C,Sudeste,SP,P004,Monitor 24,informatica,Loja Física,Diego Alves,Pix,6,836.1,0.08,5016.6,401.33,4615.27,3731.34,883.93,Concluída,3,5.0
V00429,2025-03-12,C008,Prime Atacado,B2B,Sul,RS,P005,Headset Gamer,Acessórios,Marketplace,Diego Alves,Pix,1,232.36,0.0,232.36,0.0,232.36,113.07,119.29,Concluída,7,4.0
V00430,2025-09-16,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,E-commerce,Diego Alves,Transferência,3,912.95,0.08,2738.85,219.11,2519.74,1982.07,537.67,Concluída,5,2.0
V00431,2026-05-06,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Marketplace,Fernanda Rocha,Transferência,3,202.29,0.0,606.87,0.0,606.87,265.56,341.31,Concluída,4,5.0
V00432,2026-01-04,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,ecommerce,Ana Souza,Pix,2,3843.16,0.08,7686.32,614.91,7071.41,5925.76,1145.65,Concluída,5,4.0
V00433,2025-02-15,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,Marketplace,Carla Mendes,Transferência,1,314.32,0.1,314.32,31.43,282.89,150.15,132.74,Concluída,5,3.0
V00434,2025-04-11,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,Representante,Bruno Lima,Pix,2,4473.87,0.0,8947.74,0.0,8947.74,5917.08,3030.66,Concluída,4,
V00435,2026-02-05,C008,Prime Atacado,B2B,Sul,RS,P006,Cadeira Ergonômica,Móveis,Marketplace,Fernanda Rocha,Pix,1,1369.05,0.0,1369.05,0.0,1369.05,952.41,416.64,Concluída,4,5.0
V00436,2026-05-10,C006,Mercado Central,B2B,Nordeste,BA,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Transferência,4,4170.6,0.0,16682.4,0.0,16682.4,12097.16,4585.24,Concluída,3,4.0
V00437,2025-05-26,C002,Beta Varejo,B2B,Sudeste,MG,P002,Mouse Wireless,Acessórios,Representante,Carla Mendes,Boleto,2,91.51,0.05,183.02,9.15,173.87,83.16,90.71,Concluída,2,2.0
V00438,2026-06-18,C008,Prime Atacado,B2B,Sul,RS,P004,Monitor 24,Informática,Marketplace,Carla Mendes,Transferência,8,859.21,0.0,6873.68,0.0,6873.68,5015.84,1857.84,Concluída,5,4.0
V00439,2026-04-09,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Representante,Ana Souza,Boleto,1,233.58,0.0,233.58,0.0,233.58,93.75,139.83,Concluída,5,4.0
V00440,2025-01-24,C001,Alfa Distribuidora,B2B,Sudeste,SP,P002,Mouse Wireless,Acessórios,Representante,Ana Souza,Pix,2,97.99,0.08,195.98,15.68,180.3,82.88,97.42,Concluída,3,
V00441,2025-06-28,C004,Delta Store,B2B,Sul,PR,P009,Smartphone X,Telefonia,E-commerce,Carla Mendes,Transferência,4,3063.92,0.0,12255.68,0.0,12255.68,8124.08,4131.6,Concluída,5,4.0
V00442,2026-02-19,C008,Prime Atacado,B2B,Sul,RS,P004,Monitor 24,Informática,E-commerce,Bruno Lima,,1,915.14,0.0,915.14,0.0,915.14,610.64,304.5,Pendente,4,5.0
V00443,2025-07-22,C007,Loja Avenida,B2C,Centro-Oeste,GO,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,Transferência,1,4401.35,0.15,4401.35,660.2,3741.15,2861.94,879.21,Concluída,4,3.0
V00444,2025-08-08,C007,Loja Avenida,B2C,Centro-Oeste,GO,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,Cartão Crédito,4,4625.04,0.0,18500.16,0.0,18500.16,11792.12,6708.04,Concluída,7,1.0
V00445,2025-07-11,C010,Tech Mais,B2C,Sudeste,SP,P002,Mouse Wireless,Acessórios,Representante,Carla Mendes,Pix,3,98.32,0.05,294.96,14.75,280.21,109.86,170.35,Concluída,2,3.0
V00446,2025-09-26,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Marketplace,Fernanda Rocha,Boleto,6,100.94,0.0,605.64,0.0,605.64,219.96,385.68,Concluída,3,4.0
V00447,2026-02-06,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Carla Mendes,Boleto,1,780.75,0.05,780.75,39.04,741.71,442.56,299.15,Concluída,2,
V00448,2025-06-26,C008,Prime Atacado,B2B,Sul,RS,P010,Carregador USB-C,Telefonia,Representante,Fernanda Rocha,Cartão Crédito,5,118.48,0.08,592.4,47.39,545.01,228.45,316.56,Concluída,3,5.0
V00449,2025-05-01,C003,Casa Norte,B2C,Norte,AM,P006,Cadeira Ergonômica,Móveis,E-commerce,Carla Mendes,Cartão Crédito,4,1434.16,0.03,5736.64,172.1,5564.54,3244.48,2320.06,Concluída,10,5.0
V00450,2025-05-25,C003,Casa Norte,B2C,Norte,AM,P006,Cadeira Ergonômica,Móveis,Marketplace,Diego Alves,Pix,3,1294.85,0.0,3884.55,0.0,3884.55,2821.83,1062.72,Concluída,7,4.0
V00451,2026-03-10,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,E-commerce,Diego Alves,Pix,3,744.62,0.05,2233.86,111.69,2122.17,1286.1,836.07,Concluída,5,
V00452,2026-05-17,C009,Shopping Mix,B2C,Nordeste,PE,P003,Teclado Mecânico,Acessórios,Representante,Bruno Lima,Pix,1,346.06,0.0,346.06,0.0,346.06,144.99,201.07,Concluída,4,4.0
V00453,2025-02-24,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,Representante,Ana Souza,Transferência,1,211.69,0.1,211.69,21.17,190.52,84.51,106.01,Concluida,4,5.0
V00454,2026-01-29,C003,Casa Norte,B2C,Norte,AM,P004,Monitor 24,Informática,Marketplace,Diego Alves,Transferência,2,832.23,0.0,1664.46,0.0,1664.46,1137.88,526.58,Concluída,5,5.0
V00455,2026-05-16,C007,Loja Avenida,B2C,Centro-Oeste,,P008,Webcam Full HD,Acessórios,E-commerce,Ana Souza,Cartão Crédito,5,220.65,0.0,1103.25,0.0,1103.25,437.4,665.85,Concluída,3,4.0
V00456,2025-02-03,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,Representante,Bruno Lima,Boleto,3,234.84,0.0,704.52,0.0,704.52,336.78,367.74,Cancelada,4,
V00457,2026-05-23,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Loja Física,Fernanda Rocha,Cartão Crédito,8,204.1,0.0,1632.8,0.0,1632.8,727.92,904.88,Pendente,7,3.0
V00458,2026-01-11,C005,E-commerce Livre,B2C,Sudeste,RJ,P009,Smartphone X,Telefonia,Loja Física,Diego Alves,Pix,2,2860.88,0.03,5721.76,171.65,5550.11,3781.38,1768.73,Cancelada,5,5.0
V00459,2025-09-11,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,Representante,Ana Souza,Transferência,6,101.14,0.0,606.84,0.0,606.84,234.84,372.0,Concluída,5,3.0
V00460,2025-03-31,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Marketplace,Ana Souza,Pix,4,1283.19,0.0,5132.76,0.0,5132.76,3305.12,1827.64,Concluída,5,5.0
V00461,2025-12-26,C004,Delta Store,B2B,Sul,PR,P010,Carregador USB-C,Telefonia,Marketplace,Bruno Lima,Pix,3,102.9,0.0,308.7,0.0,308.7,116.34,192.36,Concluída,10,4.0
V00462,2025-03-02,C004,Delta Store,B2B,Sul,PR,P004,Monitor 24,Informática,Representante,Fernanda Rocha,Boleto,2,821.63,0.0,1643.26,0.0,1643.26,1236.42,406.84,Concluída,3,2.0
